gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,Bachelor's degree,PRS-Animal Caretakers,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",Michigan/MI,23,75000,45
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,Pennsylvania/PA,19,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),Some Other Race alone,Not in Labor Force,Colorado/CO,20,6000,15
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,18,0,0
Female,Regular high school diploma,"CMM-Computer Occupations, All Other",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Filipino alone,Not in Labor Force,Florida/FL,19,6800,0
Female,"1 or more years of college credit, no degree",MGR-Other Managers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Hawaii/HI,19,25000,40
Female,"Some college, but less than 1 year",MGR-Chief Executives And Legislators,EDU-Elementary And Secondary Schools,Other Asian alone,"Civilian employed, at work",New York/NY,22,25000,18
Female,Grade 9,MIL-First-Line Enlisted Military Supervisors,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",Other Asian alone,"Civilian employed, at work",Texas/TX,18,32000,38
Female,GED or alternative credential,MGR-Facilities Managers,"FIN-Credit Unions, And Savings Institutions And Other Depository Credit Intermediation",White alone,"Civilian employed, at work",California/CA,21,36000,40
Female,Bachelor's degree,HLS-Nursing Assistants,MED-Offices Of Physicians,White; American Indian and Alaska Native,"Civilian employed, at work",North Carolina/NC,21,35000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,Not in Labor Force,Pennsylvania/PA,20,3000,40
Female,Regular high school diploma,OFF-Customer Service Representatives,FIN-Activities Related To Real Estate,White alone,"Civilian employed, at work",Wisconsin/WI,21,7500,15
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Wisconsin/WI,23,60000,40
Female,9,EDU-Secondary School Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Massachusetts/MA,23,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Tennessee/TN,21,5000,20
Female,Doctorate degree,"MGR-Transportation, Storage, And Distribution Managers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arkansas/AR,19,0,0
Female,Bachelor's degree,EAT-Cooks,RET-Shoe Retailers,White alone,"Civilian employed, at work",California/CA,18,12000,15
Female,Regular high school diploma,OFF-First-Line Supervisors Of Office And Administrative Support Workers,SRV-Nail Salons And Other Personal Care Services,White alone,"Civilian employed, at work",North Carolina/NC,21,10800,12
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,South Carolina/SC,23,0,0
Female,Associate's degree,"PRS-Personal Care and Service Workers, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",New Jersey/NJ,19,17000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",California/CA,20,30000,40
Female,Grade 11,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,24,5000,30
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,24,0,0
Female,Bachelor's degree,CLN-Maids And Housekeeping Cleaners,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Florida/FL,24,30000,40
Female,4,EAT-Food Preparation Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Wisconsin/WI,23,0,0
Female,Regular high school diploma,MGR-Other Managers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Michigan/MI,21,40500,50
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,New Jersey/NJ,19,9600,24
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Virginia/VA,22,2000,8
Female,9,HLS-Medical Assistants,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",California/CA,23,25000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,White alone,"Civilian employed, at work",Iowa/IA,22,50000,40
Female,"Some college, but less than 1 year",MED-Registered Nurses,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",New Jersey/NJ,23,17500,30
Female,Bachelor's degree,SAL-Cashiers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Hawaii/HI,21,1100,0
Female,"1 or more years of college credit, no degree",HLS-Veterinary Assistants And Laboratory Animal Caretakers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,South Carolina/SC,21,1100,14
Female,Regular high school diploma,TRN-Passenger Attendants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Arkansas/AR,20,8000,16
Female,Bachelor's degree,EDU-Elementary And Middle School Teachers,"MFG-Animal Food, Grain And Oilseed Milling",White alone,"Civilian employed, at work",Georgia/GA,21,6000,25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Kentucky/KY,18,1000,10
Female,6,EDU-Postsecondary Teachers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Pennsylvania/PA,20,0,0
Female,"1 or more years of college credit, no degree",MGR-Other Managers,RET-Other Miscellaneous Retailers,White; Some Other Race,"Civilian employed, at work",Indiana/IN,23,6500,25
Female,9,FIN-Credit Counselors And Loan Officers,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White alone,Not in Labor Force,Massachusetts/MA,22,3000,20
Female,Bachelor's degree,CLN-Maids And Housekeeping Cleaners,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Vietnamese alone,Unemployed,California/CA,18,0,0
Female,Grade 10,MGR-Social And Community Service Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Michigan/MI,19,0,0
Female,Doctorate degree,SAL-Cashiers,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,Not in Labor Force,New Jersey/NJ,22,2600,28
Female,12th grade - no diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Florida/FL,18,5000,20
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Maine/ME,24,8500,20
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",New Jersey/NJ,22,15600,20
Female,Grade 10,MGR-Other Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Massachusetts/MA,20,4900,18
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,19,10750,15
Female,GED or alternative credential,MGR-Computer And Information Systems Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Oregon/OR,21,30000,20
Female,"Some college, but less than 1 year","PRD-Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic",MED-Offices Of Physicians,Black or African American alone,"Civilian employed, at work",Pennsylvania/PA,23,11600,40
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Ohio/OH,22,10800,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Missouri/MO,21,0,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,15000,20
Female,Regular high school diploma,SAL-Retail Salespersons,RET-Pharmacies And Drug Retailers,Black or African American alone,Not in Labor Force,North Carolina/NC,22,0,0
Female,Associate's degree,MGR-Medical And Health Services Managers,"FIN-Securities, Commodities, Funds, Trusts, And Other Financial Investments",Filipino alone,Not in Labor Force,Pennsylvania/PA,20,8000,0
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Services To Buildings And Dwellings, Except Landscaping Services",Some Other Race alone,Unemployed,California/CA,19,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Specialty Food Retailers,Chinese alone,"Civilian employed, at work",Oregon/OR,19,1100,14
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Offices Of Physicians,White alone,"Civilian employed, at work",California/CA,24,70000,40
Female,"1 or more years of college credit, no degree",SAL-Cashiers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",Georgia/GA,19,6800,30
Female,"1 or more years of college credit, no degree",SAL-Real Estate Brokers And Sales Agents,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Ohio/OH,20,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Not Specified Retail Trade,White alone,"Civilian employed, at work",California/CA,23,8000,20
Female,Bachelor's degree,MED-Dental Hygienists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Florida/FL,20,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Legal Services,White alone,"Civilian employed, at work",Massachusetts/MA,19,33300,40
Female,Regular high school diploma,OFF-Receptionists And Information Clerks,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, with a job but not at work",Virginia/VA,21,30000,20
Female,"1 or more years of college credit, no degree",EDU-Elementary And Middle School Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Georgia/GA,18,0,0
Female,Bachelor's degree,CON-Carpenters,EDU-Elementary And Secondary Schools,Some Other Race alone,"Civilian employed, at work",Washington/WA,24,25000,50
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,22,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Tennessee/TN,23,0,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",California/CA,18,10000,24
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",California/CA,23,70600,40
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Printing And Related Support Activities,White alone,"Civilian employed, at work",California/CA,23,30000,80
Female,6,CLN-Landscaping And Groundskeeping Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Korean alone,Not in Labor Force,California/CA,22,0,0
Female,8,"PRS-Personal Care and Service Workers, All Other",RET-Furniture And Home Furnishings Retailers,White alone,"Civilian employed, at work",Wisconsin/WI,21,45000,40
Female,Doctorate degree,LGL-Paralegals And Legal Assistants,"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",White alone,Not in Labor Force,Indiana/IN,20,1500,20
Female,4,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",ADM-Executive Offices And Legislative Bodies,White alone,"Civilian employed, at work",Georgia/GA,23,48000,40
Female,"1 or more years of college credit, no degree",RPR-Automotive Body And Related Repairers,SRV-Beauty Salons,White alone,"Civilian employed, at work",Hawaii/HI,19,3000,25
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,18,0,0
Female,Associate's degree,OFF-Couriers And Messengers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Asian Indian alone,"Civilian employed, at work",Ohio/OH,18,10000,20
Female,Bachelor's degree,MED-Medical Records Specialists,TRN-Warehousing And Storage,White alone,"Civilian employed, at work",Georgia/GA,22,35000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,Black or African American alone,"Civilian employed, at work",Alabama/AL,24,10000,32
Female,Regular high school diploma,EDU-Other Teachers and Instructors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Pennsylvania/PA,20,0,0
Female,1,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",RET-Pharmacies And Drug Retailers,Black or African American alone,"Civilian employed, at work",Michigan/MI,22,20000,28
Female,Associate's degree,MGR-General And Operations Managers,"ENT-Museums, Historical Sites, And Similar Institutions",White alone,Not in Labor Force,Mississippi/MS,23,10000,20
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ADM-Justice, Public Order, And Safety Activities",White; Some Other Race,"Civilian employed, at work",North Carolina/NC,18,7000,72
Female,Associate's degree,CLN-Maids And Housekeeping Cleaners,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",South Carolina/SC,20,8000,15
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",California/CA,20,1400,7
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Offices Of Dentists,Black or African American alone,"Civilian employed, at work",New York/NY,21,36000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,New Jersey/NJ,21,5000,20
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,"Civilian employed, at work",Arizona/AZ,23,10000,16
Female,Regular high school diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Illinois/IL,18,830,20
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Other Asian alone,"Civilian employed, at work",Washington/WA,24,45000,42
Female,Bachelor's degree,EAT-Waiters And Waitresses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,18,0,0
Female,Bachelor's degree,EDU-Elementary And Middle School Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Chinese alone,Not in Labor Force,California/CA,18,0,0
Female,Grade 7,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Connecticut/CT,24,50000,50
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",Black or African American alone,"Civilian employed, at work",New York/NY,24,42000,45
Female,7,PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Colorado/CO,19,1500,12
Female,Master's degree,CMM-Database Administrators and Architects,MIL-U.S. Army,White alone,"Armed Forces, At Work",Kansas/KS,21,29000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White alone,"Armed Forces, At Work",California/CA,23,23000,40
Female,Bachelor's degree,MGR-Other Managers,SCA-Child Care Services,White alone,"Civilian employed, at work",New York/NY,22,32000,35
Female,Associate's degree,EAT-Fast Food And Counter Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",New York/NY,20,34000,40
Female,"Some college, but less than 1 year","OFF-Bookkeeping, Accounting, And Auditing Clerks",PRF-Veterinary Services,White alone,"Civilian employed, at work",District of Columbia/DC,21,6000,25
Female,Grade 11,SAL-First-Line Supervisors Of Non-Retail Sales Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New York/NY,20,9100,23
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Specialty Food Retailers,White alone,"Civilian employed, at work",Arizona/AZ,18,4500,15
Female,Bachelor's degree,SAL-Retail Salespersons,ENT-Performing Arts Companies,White; Some Other Race,"Civilian employed, with a job but not at work",Texas/TX,21,1800,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Unemployed,Florida/FL,23,0,0
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; American Indian and Alaska Native,Not in Labor Force,Georgia/GA,18,2500,12
Female,Regular high school diploma,HLS-Personal Care Aides,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Nevada/NV,20,0,0
Female,Grade 11,PRS-Childcare Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Chinese alone,"Civilian employed, at work",Arkansas/AR,23,30000,65
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),ADM-Executive Offices And Legislative Bodies,White alone,"Civilian employed, at work",North Carolina/NC,20,37000,40
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White; Some Other Race,"Civilian employed, at work",Ohio/OH,24,1800,40
Female,Bachelor's degree,SAL-Cashiers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",Texas/TX,18,12000,20
Female,9,MED-Registered Nurses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,23,0,0
Female,Regular high school diploma,FIN-Tax Preparers,RET-Automobile Dealers,White alone,Not in Labor Force,Illinois/IL,20,6200,17
Female,Bachelor's degree,MED-Speech-Language Pathologists,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Florida/FL,22,3000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Recreational Vehicle Parks And Camps, And Rooming And Boarding Houses, Dormitories, And Workers' Camps",White alone,Not in Labor Force,Pennsylvania/PA,20,2400,40
Female,Associate's degree,SAL-Insurance Sales Agents,PRF-Legal Services,Black or African American alone,"Civilian employed, at work",Utah/UT,18,2100,8
Female,Grade 7,EDU-Teaching Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Vietnamese alone,Not in Labor Force,Pennsylvania/PA,19,0,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",North Carolina/NC,21,27000,40
Female,Associate's degree,CMM-Computer Support Specialists,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, with a job but not at work",West Virginia/WV,20,3000,20
Female,Grade 10,CLN-Maids And Housekeeping Cleaners,PRF-Business Support Services,White alone,"Civilian employed, at work",Kentucky/KY,21,13000,20
Female,GED or alternative credential,BUS-Management Analysts,RET-Shoe Retailers,White alone,Not in Labor Force,California/CA,24,0,0
Female,Bachelor's degree,MGR-Food Service Managers,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),Some Other Race alone,"Civilian employed, at work",Florida/FL,18,12400,30
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,New York/NY,18,0,0
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,18,800,8
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Arkansas/AR,22,23000,32
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Hardware Retailers,Asian Indian alone,"Civilian employed, at work",Texas/TX,23,14400,40
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",American Indian and Alaska Native alone,"Civilian employed, at work",Texas/TX,21,130,10
Female,Bachelor's degree,EAT-Waiters And Waitresses,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",Some Other Race alone,"Civilian employed, at work",Pennsylvania/PA,23,25000,35
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White; Some Other Race,Not in Labor Force,Florida/FL,18,6000,0
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Other Miscellaneous Retailers,White; Some Other Race,Not in Labor Force,Washington/WA,20,0,0
Female,Regular high school diploma,OFF-Customer Service Representatives,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",New Hampshire/NH,22,14000,25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",Ohio/OH,19,6000,15
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Michigan/MI,24,35000,40
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Some Other Race alone,Not in Labor Force,Illinois/IL,23,0,0
Female,"1 or more years of college credit, no degree","PRD-Food Processing Workers, All Other","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Vermont/VT,18,3000,15
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White alone,"Armed Forces, At Work",Florida/FL,22,28700,10
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Religious Organizations,Asian Indian alone,Not in Labor Force,Florida/FL,20,2400,30
Female,Bachelor's degree,OFF-Payroll And Timekeeping Clerks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Louisiana/LA,23,0,0
Female,Bachelor's degree,"CON-Plumbers, Pipefitters, And Steamfitters",INF-Motion Pictures And Video Industries,White alone,"Civilian employed, at work",Ohio/OH,20,2000,12
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",California/CA,24,3000,25
Female,Regular high school diploma,PRS-Tour And Travel Guides,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Colorado/CO,18,0,0
Female,2,"OFF-Office Clerks, General",MED-Other Health Care Services,Chinese alone,"Civilian employed, at work",South Carolina/SC,22,30000,35
Female,Regular high school diploma,ENT-Writers And Authors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Illinois/IL,18,1300,0
Female,"1 or more years of college credit, no degree","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,"Civilian employed, at work",Virginia/VA,20,46000,60
Female,Bachelor's degree,"MGR-Farmers, Ranchers, And Other Agricultural Managers",MED-Other Health Care Services,Other Asian alone,"Civilian employed, at work",Texas/TX,23,30000,40
Female,Master's degree,EDU-Postsecondary Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,18,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Other Schools And Instruction, And Educational Support Services",Black or African American alone,Not in Labor Force,Pennsylvania/PA,18,21800,4
Female,Bachelor's degree,FIN-Financial And Investment Analysts,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",White alone,Not in Labor Force,Florida/FL,24,4000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",New York/NY,24,23400,34
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Maine/ME,18,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Asian Indian alone,Unemployed,Tennessee/TN,20,0,0
Female,Bachelor's degree,CMM-Other Mathematical Science Occupations,RET-Florists,White alone,"Civilian employed, at work",Georgia/GA,18,1000,40
Female,4,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Maine/ME,19,4000,8
