gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,age_group,gender_mapped,matching_key,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,Regular high school diploma,CMS-Clergy,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,Not in Labor Force,Minnesota/MN,21,3600,20,18-24,Female,18-24|Female,6.75,6.25,5.25,8.0,5.75
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Asian Indian alone,"Civilian employed, at work",California/CA,24,110000,58,18-24,Female,18-24|Female,6.5,2.5,3.75,8.75,4.5
Female,Bachelor's degree,TRN-Stockers And Order Fillers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Georgia/GA,19,1000,20,18-24,Female,18-24|Female,8.25,2.25,0.2500000000000002,3.2499999999999996,4.0
Female,Bachelor's degree,CON-Construction Laborers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Alabama/AL,21,20000,25,18-24,Female,18-24|Female,7.0,4.5,3.5,6.0,8.5
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,18-24,Female,18-24|Female,7.5,2.75,10.0,6.25,1.5000000000000002
Female,2,"OFF-Human Resources Assistants, Except Payroll And Timekeeping","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Florida/FL,21,13300,20,18-24,Female,18-24|Female,8.75,4.0,0.7500000000000001,6.25,5.75
Female,N/A (less than 3 years old),FIN-Accountants And Auditors,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,Not in Labor Force,Alabama/AL,20,5300,30,18-24,Female,18-24|Female,8.25,4.0,7.749999999999999,7.25,5.0
Female,6,CMS-Substance Abuse And Behavioral Disorder Counselors,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,Florida/FL,24,3300,25,18-24,Female,18-24|Female,9.5,5.75,7.5,9.5,5.25
Female,1,OFF-First-Line Supervisors Of Office And Administrative Support Workers,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Pennsylvania/PA,18,12000,40,18-24,Female,18-24|Female,7.749999999999999,6.75,3.2499999999999996,5.0,5.25
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",California/CA,20,5000,15,18-24,Female,18-24|Female,8.25,5.25,3.0000000000000004,8.25,7.5
Female,Regular high school diploma,PRD-Helpers--Production Workers,"RET-Gift, Novelty, And Souvenir Retailers",White; Some Other Race,"Civilian employed, at work",California/CA,21,9800,20,18-24,Female,18-24|Female,8.75,8.0,5.0,8.5,2.5
Female,"1 or more years of college credit, no degree",PRS-Manicurists And Pedicurists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Colorado/CO,21,0,0,18-24,Female,18-24|Female,9.0,4.5,4.0,7.5,6.5
Female,Regular high school diploma,MGR-Construction Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Virginia/VA,18,10400,18,18-24,Female,18-24|Female,7.25,1.75,8.25,7.749999999999999,7.0
Female,Professional degree beyond a bachelor's degree,ENT-Coaches and Scouts,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,20,5000,18,18-24,Female,18-24|Female,5.5,7.25,3.2499999999999996,8.0,5.0
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Oregon/OR,20,10000,15,18-24,Female,18-24|Female,8.25,6.0,7.5,9.0,9.0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,Minnesota/MN,21,0,0,18-24,Female,18-24|Female,7.5,7.0,5.75,8.25,6.5
Female,N/A (less than 3 years old),MED-Psychiatric Technicians,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0,18-24,Female,18-24|Female,6.75,4.75,6.75,6.25,3.75
Female,"1 or more years of college credit, no degree",OFF-Medical Secretaries and Administrative Assistants,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",Michigan/MI,23,37500,40,18-24,Female,18-24|Female,9.0,8.0,4.5,8.25,2.5
Female,Grade 9,TRN-Stockers And Order Fillers,RET-Clothing And Clothing Accessories Retailers,Black or African American alone,"Civilian employed, at work",Arizona/AZ,20,5000,18,18-24,Female,18-24|Female,8.25,7.0,6.75,7.25,6.75
Female,1,HLS-Home Health Aides,RET-Clothing And Clothing Accessories Retailers,Some Other Race alone,"Civilian employed, at work",Florida/FL,20,4000,20,18-24,Female,18-24|Female,4.5,6.75,1.75,4.5,7.25
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Louisiana/LA,19,0,0,18-24,Female,18-24|Female,7.5,4.75,6.75,9.75,3.0000000000000004
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Black or African American,"Civilian employed, at work",Maryland/MD,20,12000,30,18-24,Female,18-24|Female,5.0,5.5,1.75,6.5,6.75
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Alabama/AL,18,0,0,18-24,Female,18-24|Female,8.25,3.0000000000000004,0.0,6.0,7.25
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MFG-Printing And Related Support Activities,White alone,"Civilian employed, at work",Texas/TX,23,5000,40,18-24,Female,18-24|Female,7.5,5.75,3.5,9.75,2.25
Female,Regular high school diploma,EDU-Teaching Assistants,"PRF-Architectural, Engineering, And Related Services",White alone,Not in Labor Force,North Carolina/NC,22,30000,40,18-24,Female,18-24|Female,4.75,2.5,7.0,6.25,1.75
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Wisconsin/WI,19,3000,0,18-24,Female,18-24|Female,6.25,7.0,3.75,7.749999999999999,4.0
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",American Indian and Alaska Native alone,"Civilian employed, at work",Florida/FL,20,6000,32,18-24,Female,18-24|Female,9.0,5.75,2.5,9.25,8.75
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,American Indian and Alaska Native alone,"Civilian employed, at work",Arizona/AZ,18,500,2,18-24,Female,18-24|Female,6.5,7.0,5.25,8.75,5.5
Female,Regular high school diploma,SCI-Occupational Health And Safety Specialists and Technicians,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,Florida/FL,20,1500,0,18-24,Female,18-24|Female,8.75,4.0,3.5,8.25,5.5
Female,Bachelor's degree,"TRN-Packers And Packagers, Hand","MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Chamorro alone,"Civilian employed, at work",Maryland/MD,23,70000,40,18-24,Female,18-24|Female,5.5,5.75,5.75,5.0,3.2499999999999996
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Child Care Services,White alone,"Civilian employed, at work",South Carolina/SC,19,1000,12,18-24,Female,18-24|Female,7.5,4.75,5.75,8.75,8.0
Female,Regular high school diploma,HLS-Phlebotomists,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,"Civilian employed, at work",New Jersey/NJ,21,32000,30,18-24,Female,18-24|Female,6.5,5.75,3.0000000000000004,7.0,5.5
Female,1,MGR-Other Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,South Dakota/SD,18,0,0,18-24,Female,18-24|Female,8.5,5.5,6.25,7.0,6.25
Female,"Some college, but less than 1 year",CMM-Software Developers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",North Carolina/NC,18,3000,18,18-24,Female,18-24|Female,10.0,6.75,4.25,7.749999999999999,4.5
Female,Bachelor's degree,PRS-Animal Caretakers,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",New York/NY,21,9000,40,18-24,Female,18-24|Female,7.25,4.75,6.5,7.749999999999999,8.5
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,7000,20,18-24,Female,18-24|Female,5.5,5.0,0.2500000000000002,7.0,7.749999999999999
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, with a job but not at work",Pennsylvania/PA,24,35000,40,18-24,Female,18-24|Female,7.25,5.5,5.75,5.75,5.5
Female,4,PRT-Police Officers,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",New York/NY,22,4000,20,18-24,Female,18-24|Female,8.75,7.25,5.75,10.0,7.749999999999999
Female,Regular high school diploma,"CMS-Social Workers, All Other",MIL-U.S. Army,White alone,"Armed Forces, At Work",Texas/TX,20,10000,40,18-24,Female,18-24|Female,6.75,5.25,3.75,5.75,3.0000000000000004
Female,Associate's degree,SAL-Cashiers,EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",California/CA,21,10000,20,18-24,Female,18-24|Female,6.75,9.25,7.25,8.25,4.5
Female,Doctorate degree,OFF-Customer Service Representatives,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Rhode Island/RI,19,25000,0,18-24,Female,18-24|Female,10.0,7.5,3.5,2.25,8.25
Female,Regular high school diploma,MGR-Other Managers,"RET-Automotive Parts, Accessories, And Tire Retailers",White alone,"Civilian employed, at work",Texas/TX,19,11000,25,18-24,Female,18-24|Female,6.75,4.5,3.0000000000000004,6.5,8.5
Female,Associate's degree,ENT-Writers And Authors,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,19,0,0,18-24,Female,18-24|Female,8.5,8.75,9.0,9.0,4.0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"WHL-Miscellaneous Durable Goods, Except Recyclable Material, Merchant Wholesalers",White alone,"Civilian employed, at work",Hawaii/HI,19,6500,16,18-24,Female,18-24|Female,8.5,7.5,2.75,4.0,8.5
Female,"1 or more years of college credit, no degree",EDU-Preschool And Kindergarten Teachers,MED-Outpatient Care Centers,White alone,Not in Labor Force,Florida/FL,21,0,0,18-24,Female,18-24|Female,6.25,4.0,5.75,6.0,5.5
Female,Regular high school diploma,HLS-Other Healthcare Support Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; American Indian and Alaska Native,"Civilian employed, at work",Indiana/IN,19,12500,14,18-24,Female,18-24|Female,5.0,3.75,4.25,7.749999999999999,7.25
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,"Civilian employed, at work",North Carolina/NC,24,57440,45,18-24,Female,18-24|Female,8.25,6.75,3.2499999999999996,7.5,9.25
Female,Bachelor's degree,CON-Construction Laborers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,20,0,0,18-24,Female,18-24|Female,6.25,6.25,7.749999999999999,6.75,2.0
Female,Associate's degree,CMM-Computer Network Architects,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,Massachusetts/MA,18,0,0,18-24,Female,18-24|Female,6.5,3.75,4.0,7.749999999999999,8.0
Female,Regular high school diploma,PRT-Other Protective Service Workers,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,Texas/TX,19,8500,30,18-24,Female,18-24|Female,8.25,5.75,8.25,10.0,2.75
Female,Regular high school diploma,MED-Radiologic Technologists And Technicians,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,North Carolina/NC,18,1300,20,18-24,Female,18-24|Female,8.75,7.25,8.25,7.25,4.0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Indiana/IN,22,0,0,18-24,Female,18-24|Female,6.25,6.25,6.75,8.5,5.75
Female,Grade 11,CLN-Landscaping And Groundskeeping Workers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,3600,0,18-24,Female,18-24|Female,6.0,3.0000000000000004,5.0,9.5,3.75
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,North Carolina/NC,19,2600,4,18-24,Female,18-24|Female,4.75,6.75,3.2499999999999996,5.75,5.5
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,19,0,0,18-24,Female,18-24|Female,4.75,3.75,4.75,7.0,5.0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,21,0,0,18-24,Female,18-24|Female,6.75,6.5,2.25,5.75,7.0
Female,Bachelor's degree,PRS-Animal Caretakers,"PRF-Architectural, Engineering, And Related Services",White alone,"Civilian employed, at work",Michigan/MI,23,75000,45,18-24,Female,18-24|Female,6.0,5.5,6.25,7.5,5.5
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,Pennsylvania/PA,19,0,0,18-24,Female,18-24|Female,3.5,5.5,0.9999999999999998,7.749999999999999,3.5
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),Some Other Race alone,Not in Labor Force,Colorado/CO,20,6000,15,18-24,Female,18-24|Female,8.75,5.0,6.5,8.25,7.25
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Washington/WA,18,0,0,18-24,Female,18-24|Female,6.25,4.25,5.5,6.5,6.75
Female,Regular high school diploma,"CMM-Computer Occupations, All Other",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Filipino alone,Not in Labor Force,Florida/FL,19,6800,0,18-24,Female,18-24|Female,8.25,8.5,9.75,8.5,5.0
Female,"1 or more years of college credit, no degree",MGR-Other Managers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Hawaii/HI,19,25000,40,18-24,Female,18-24|Female,6.25,4.25,3.0000000000000004,8.75,4.0
Female,"Some college, but less than 1 year",MGR-Chief Executives And Legislators,EDU-Elementary And Secondary Schools,Other Asian alone,"Civilian employed, at work",New York/NY,22,25000,18,18-24,Female,18-24|Female,9.25,5.25,5.5,3.2499999999999996,1.25
Female,Grade 9,MIL-First-Line Enlisted Military Supervisors,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",Other Asian alone,"Civilian employed, at work",Texas/TX,18,32000,38,18-24,Female,18-24|Female,9.0,5.0,8.75,8.0,8.5
Female,GED or alternative credential,MGR-Facilities Managers,"FIN-Credit Unions, And Savings Institutions And Other Depository Credit Intermediation",White alone,"Civilian employed, at work",California/CA,21,36000,40,18-24,Female,18-24|Female,8.25,6.75,7.5,8.0,5.0
Female,Bachelor's degree,HLS-Nursing Assistants,MED-Offices Of Physicians,White; American Indian and Alaska Native,"Civilian employed, at work",North Carolina/NC,21,35000,40,18-24,Female,18-24|Female,6.75,6.25,4.5,7.25,3.5
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,Not in Labor Force,Pennsylvania/PA,20,3000,40,18-24,Female,18-24|Female,6.5,3.2499999999999996,6.0,8.5,7.0
Female,Regular high school diploma,OFF-Customer Service Representatives,FIN-Activities Related To Real Estate,White alone,"Civilian employed, at work",Wisconsin/WI,21,7500,15,18-24,Female,18-24|Female,7.25,6.5,4.75,8.75,5.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Wisconsin/WI,23,60000,40,18-24,Female,18-24|Female,8.5,5.0,9.0,8.75,7.0
Female,9,EDU-Secondary School Teachers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Massachusetts/MA,23,0,0,18-24,Female,18-24|Female,4.5,8.25,4.0,6.5,5.5
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Tennessee/TN,21,5000,20,18-24,Female,18-24|Female,6.75,6.0,6.75,8.75,7.25
Female,Doctorate degree,"MGR-Transportation, Storage, And Distribution Managers",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Arkansas/AR,19,0,0,18-24,Female,18-24|Female,5.25,2.25,5.5,7.0,7.749999999999999
Female,Bachelor's degree,EAT-Cooks,RET-Shoe Retailers,White alone,"Civilian employed, at work",California/CA,18,12000,15,18-24,Female,18-24|Female,7.749999999999999,8.0,5.25,9.25,2.75
Female,Regular high school diploma,OFF-First-Line Supervisors Of Office And Administrative Support Workers,SRV-Nail Salons And Other Personal Care Services,White alone,"Civilian employed, at work",North Carolina/NC,21,10800,12,18-24,Female,18-24|Female,6.75,6.5,6.75,7.5,6.25
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White; Some Other Race,Not in Labor Force,South Carolina/SC,23,0,0,18-24,Female,18-24|Female,6.75,5.75,5.25,6.75,6.0
Female,Associate's degree,"PRS-Personal Care and Service Workers, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",New Jersey/NJ,19,17000,40,18-24,Female,18-24|Female,4.25,2.75,9.0,7.749999999999999,2.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",California/CA,20,30000,40,18-24,Female,18-24|Female,4.0,4.0,4.0,7.5,9.5
Female,Grade 11,SAL-Cashiers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,24,5000,30,18-24,Female,18-24|Female,5.5,7.5,7.5,8.25,4.75
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,California/CA,24,0,0,18-24,Female,18-24|Female,5.5,8.25,6.5,8.0,6.75
Female,Bachelor's degree,CLN-Maids And Housekeeping Cleaners,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Florida/FL,24,30000,40,18-24,Female,18-24|Female,8.5,6.0,9.5,10.0,6.25
Female,4,EAT-Food Preparation Workers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Wisconsin/WI,23,0,0,18-24,Female,18-24|Female,6.5,7.749999999999999,5.75,7.0,4.75
Female,Regular high school diploma,MGR-Other Managers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Michigan/MI,21,40500,50,18-24,Female,18-24|Female,9.0,4.5,6.25,8.75,5.5
Female,6,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,New Jersey/NJ,19,9600,24,18-24,Female,18-24|Female,7.5,5.25,3.5,6.25,6.25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Virginia/VA,22,2000,8,18-24,Female,18-24|Female,8.0,7.0,5.0,7.25,0.9999999999999998
Female,9,HLS-Medical Assistants,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",California/CA,23,25000,40,18-24,Female,18-24|Female,5.75,7.5,6.0,9.5,4.0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,White alone,"Civilian employed, at work",Iowa/IA,22,50000,40,18-24,Female,18-24|Female,7.749999999999999,6.25,8.25,8.25,3.75
Female,"Some college, but less than 1 year",MED-Registered Nurses,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",New Jersey/NJ,23,17500,30,18-24,Female,18-24|Female,4.75,2.25,0.0,2.5,8.75
Female,Bachelor's degree,SAL-Cashiers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Hawaii/HI,21,1100,0,18-24,Female,18-24|Female,5.25,4.75,6.5,7.749999999999999,5.0
Female,"1 or more years of college credit, no degree",HLS-Veterinary Assistants And Laboratory Animal Caretakers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,South Carolina/SC,21,1100,14,18-24,Female,18-24|Female,5.0,6.25,5.25,6.0,7.25
Female,Regular high school diploma,TRN-Passenger Attendants,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Arkansas/AR,20,8000,16,18-24,Female,18-24|Female,10.0,4.0,7.5,5.75,2.75
Female,Bachelor's degree,EDU-Elementary And Middle School Teachers,"MFG-Animal Food, Grain And Oilseed Milling",White alone,"Civilian employed, at work",Georgia/GA,21,6000,25,18-24,Female,18-24|Female,8.75,7.25,5.75,10.0,7.749999999999999
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Kentucky/KY,18,1000,10,18-24,Female,18-24|Female,6.25,7.0,5.25,6.5,7.749999999999999
Female,6,EDU-Postsecondary Teachers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Pennsylvania/PA,20,0,0,18-24,Female,18-24|Female,6.0,7.5,4.25,8.25,5.25
Female,"1 or more years of college credit, no degree",MGR-Other Managers,RET-Other Miscellaneous Retailers,White; Some Other Race,"Civilian employed, at work",Indiana/IN,23,6500,25,18-24,Female,18-24|Female,5.75,6.0,5.0,7.5,6.5
Female,9,FIN-Credit Counselors And Loan Officers,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",White alone,Not in Labor Force,Massachusetts/MA,22,3000,20,18-24,Female,18-24|Female,5.0,4.0,7.25,7.749999999999999,5.25
Female,Bachelor's degree,CLN-Maids And Housekeeping Cleaners,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Vietnamese alone,Unemployed,California/CA,18,0,0,18-24,Female,18-24|Female,9.25,3.75,5.0,7.5,5.5
Female,Grade 10,MGR-Social And Community Service Managers,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Michigan/MI,19,0,0,18-24,Female,18-24|Female,8.75,6.25,1.25,9.0,6.5
Female,Doctorate degree,SAL-Cashiers,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,Not in Labor Force,New Jersey/NJ,22,2600,28,18-24,Female,18-24|Female,7.25,6.25,8.0,6.0,2.25
Female,12th grade - no diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Florida/FL,18,5000,20,18-24,Female,18-24|Female,6.25,6.25,5.0,7.749999999999999,4.25
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Maine/ME,24,8500,20,18-24,Female,18-24|Female,7.749999999999999,5.75,6.25,7.749999999999999,7.0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",New Jersey/NJ,22,15600,20,18-24,Female,18-24|Female,8.75,7.749999999999999,9.25,9.0,7.25
Female,Grade 10,MGR-Other Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Some Other Race alone,"Civilian employed, at work",Massachusetts/MA,20,4900,18,18-24,Female,18-24|Female,8.25,4.0,7.0,7.749999999999999,7.25
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,19,10750,15,18-24,Female,18-24|Female,7.749999999999999,6.25,2.75,7.0,7.0
Female,GED or alternative credential,MGR-Computer And Information Systems Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Oregon/OR,21,30000,20,18-24,Female,18-24|Female,9.25,3.5,9.0,9.25,3.5
Female,"Some college, but less than 1 year","PRD-Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic",MED-Offices Of Physicians,Black or African American alone,"Civilian employed, at work",Pennsylvania/PA,23,11600,40,18-24,Female,18-24|Female,6.5,2.5,3.75,8.75,4.5
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Ohio/OH,22,10800,0,18-24,Female,18-24|Female,7.5,5.25,6.5,6.0,4.75
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Missouri/MO,21,0,0,18-24,Female,18-24|Female,8.25,5.5,6.0,6.5,5.0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,20,15000,20,18-24,Female,18-24|Female,9.25,6.75,6.75,8.5,5.75
